Node_index  Parent_index  cost
1780             1064              0
1781             1065              0
1782             1065              0
1783             1066              0
1784             1066              0
1785             1067              0
1786             1067              0
1787             1068              0
1788             1068              0
1789             1069              0
1790             1069              0
1791             1070              0
1792             1071              0
1793             1071              0
1794             1072              0
1795             1073              0
1796             1073              0
1797             1074              0
1798             1074              0
1799             1075              0
1800             1075              0
1801             1076              0
1802             1076              0
1803             1077              0
1804             1077              0
1805             1078              0
1806             1078              0
1807             1079              0
1808             1079              0
1809             1080              0
1810             1080              0
1811             1081              0
1812             1081              0
1813             1082              0
1814             1083              0
1815             1083              0
1816             1084              0
1817             1084              0
1818             1085              0
1819             1085              0
1820             1086              0
1821             1087              0
1822             1087              0
1823             1088              0
1824             1088              0
1825             1089              0
1826             1089              0
1827             1090              0
1828             1090              0
1829             1091              0
1830             1091              0
1831             1092              0
1832             1093              0
1833             1093              0
1834             1094              0
1835             1094              0
1836             1095              0
1837             1095              0
1838             1096              0
1839             1096              0
1840             1097              0
1841             1097              0
1842             1098              0
1843             1098              0
1844             1099              0
1845             1099              0
1846             1100              0
1847             1100              0
1848             1101              0
1849             1101              0
1850             1102              0
1851             1103              0
1852             1104              0
1853             1105              0
1854             1106              0
1855             1107              0
1856             1108              0
1857             1109              0
1858             1109              0
1859             1109              0
1860             1110              0
1861             1110              0
1862             1110              0
1863             1111              0
1864             1112              0
1865             1113              0
1866             1113              0
1867             1114              0
1868             1115              0
1869             1116              0
1870             1116              0
1871             1116              0
1872             1117              0
1873             1117              0
1874             1118              0
1875             1119              0
1876             1120              0
1877             1120              0
1878             1120              0
1879             1121              0
1880             1121              0
1881             1121              0
1882             1122              0
1883             1123              0
1884             1124              0
1885             1125              0
1886             1125              0
1887             1125              0
1888             1126              0
1889             1127              0
1890             1128              0
1891             1129              0
1892             1130              0
1893             1132              0
1894             1133              0
1895             1133              0
1896             1133              0
1897             1134              0
1898             1134              0
1899             1134              0
1900             1135              0
1901             1136              0
1902             1137              0
1903             1137              0
1904             1137              0
1905             1138              0
1906             1139              0
1907             1140              0
1908             1140              0
1909             1140              0
1910             1141              0
1911             1141              0
1912             1142              0
1913             1143              0
1914             1145              0
1915             1146              0
1916             1147              0
1917             1148              0
1918             1149              0
1919             1149              0
1920             1149              0
1921             1150              0
1922             1151              0
1923             1152              0
1924             1152              0
1925             1152              0
1926             1153              0
1927             1154              0
1928             1155              0
1929             1156              0
1930             1157              0
1931             1159              0
1932             1159              0
1933             1159              0
1934             1160              0
1935             1161              0
1936             1162              0
1937             1163              0
1938             1164              0
1939             1165              0
1940             1166              0
1941             1167              0
1942             1167              0
1943             1168              0
1944             1169              0
1945             1170              0
1946             1171              0
1947             1171              0
1948             1171              0
1949             1172              0
1950             1172              0
1951             1172              0
1952             1173              0
1953             1174              0
1954             1175              0
1955             1175              0
1956             1175              0
1957             1176              0
1958             1177              0
1959             1178              0
1960             1178              0
1961             1178              0
1962             1179              0
1963             1180              0
1964             1181              0
1965             1181              0
1966             1181              0
1967             1182              0
1968             1182              0
1969             1182              0
1970             1183              0
1971             1184              0
1972             1185              0
1973             1187              0
1974             1188              0
1975             1189              0
1976             1190              0
1977             1190              0
1978             1190              0
1979             1191              0
1980             1192              0
1981             1193              0
1982             1194              0
1983             1195              0
1984             1196              0
1985             1197              0
1986             1198              0
1987             1198              0
1988             1199              0
1989             1200              0
1990             1200              0
1991             1200              0
1992             1201              0
1993             1202              0
1994             1203              0
1995             1203              0
1996             1203              0
1997             1204              0
1998             1205              0
1999             1205              0
2000             1205              0
2001             1206              0
2002             1207              0
2003             1207              0
2004             1207              0
2005             1208              0
2006             1209              0
2007             1209              0
2008             1209              0
2009             1210              0
2010             1212              0
2011             1213              0
2012             1215              0
2013             1216              0
2014             1217              0
2015             1218              0
2016             1219              0
2017             1219              0
2018             1219              0
2019             1220              0
2020             1221              0
2021             1222              0
2022             1224              0
2023             1224              0
2024             1224              0
2025             1225              0
2026             1226              0
2027             1227              0
2028             1228              0
2029             1231              0
2030             1232              0
2031             1233              0
2032             1233              0
2033             1233              0
2034             1234              0
2035             1234              0
2036             1234              0
2037             1235              0
2038             1236              0
2039             1237              0
2040             1238              0
2041             1240              0
2042             1241              0
2043             1242              0
2044             1242              0
2045             1242              0
2046             1243              0
2047             1243              0
2048             1244              0
2049             1245              0
2050             1245              0
2051             1245              0
2052             1246              0
2053             1247              0
2054             1248              0
2055             1249              0
2056             1249              0
2057             1249              0
2058             1250              0
2059             1250              0
2060             1250              0
2061             1251              0
2062             1252              0
2063             1253              0
2064             1253              0
2065             1253              0
2066             1254              0
2067             1255              0
2068             1256              0
2069             1257              0
2070             1258              0
2071             1260              0
2072             1260              0
2073             1260              0
2074             1261              0
2075             1262              0
2076             1263              0
2077             1264              0
2078             1265              0
2079             1266              0
2080             1267              0
2081             1267              0
2082             1267              0
2083             1268              0
2084             1270              0
2085             1271              0
2086             1271              0
2087             1271              0
2088             1272              0
2089             1274              0
2090             1275              0
2091             1276              0
2092             1277              0
2093             1278              0
2094             1279              0
2095             1279              0
2096             1279              0
2097             1280              0
2098             1280              0
2099             1280              0
2100             1281              0
2101             1283              0
2102             1284              0
2103             1285              0
2104             1286              0
2105             1287              0
2106             1288              0
2107             1289              0
2108             1290              0
2109             1291              0
2110             1292              0
2111             1293              0
2112             1293              0
2113             1293              0
2114             1294              0
2115             1295              0
2116             1295              0
2117             1295              0
2118             1296              0
2119             1297              0
2120             1299              0
2121             1300              0
2122             1300              0
2123             1300              0
2124             1301              0
2125             1302              0
2126             1303              0
2127             1304              0
2128             1305              0
2129             1306              0
2130             1307              0
2131             1307              0
2132             1308              0
2133             1308              0
2134             1308              0
2135             1309              0
2136             1310              0
2137             1310              0
2138             1311              0
2139             1312              0
2140             1312              0
2141             1312              0
2142             1313              0
2143             1314              0
2144             1315              0
2145             1315              0
2146             1315              0
2147             1316              0
2148             1316              0
2149             1316              0
2150             1317              0
2151             1318              0
2152             1319              0
2153             1321              0
2154             1322              0
2155             1323              0
2156             1324              0
2157             1325              0
2158             1325              0
2159             1325              0
2160             1326              0
2161             1327              0
2162             1328              0
2163             1328              0
2164             1328              0
2165             1329              0
2166             1330              0
2167             1330              0
2168             1331              0
2169             1332              0
2170             1332              0
2171             1332              0
2172             1333              0
2173             1333              0
2174             1333              0
2175             1334              0
2176             1335              0
2177             1337              0
2178             1338              0
2179             1339              0
2180             1340              0
2181             1341              0
2182             1341              0
2183             1341              0
2184             1342              0
2185             1343              0
2186             1343              0
2187             1343              0
2188             1344              0
2189             1345              0
2190             1346              0
2191             1347              0
2192             1348              0
2193             1349              0
2194             1349              0
2195             1349              0
2196             1350              0
2197             1351              0
2198             1352              0
2199             1352              0
2200             1352              0
2201             1353              0
2202             1354              0
2203             1355              0
2204             1357              0
2205             1358              0
2206             1359              0
2207             1360              0
2208             1360              0
2209             1360              0
2210             1361              0
2211             1361              0
2212             1361              0
2213             1362              0
2214             1363              0
2215             1364              0
2216             1365              0
2217             1366              0
2218             1367              0
2219             1368              0
2220             1369              0
2221             1369              0
2222             1370              0
2223             1371              0
2224             1371              0
2225             1371              0
2226             1372              0
2227             1373              0
2228             1374              0
2229             1374              0
2230             1374              0
2231             1375              0
2232             1376              0
2233             1376              0
2234             1376              0
2235             1377              0
2236             1378              0
2237             1378              0
2238             1378              0
2239             1379              0
2240             1380              0
2241             1380              0
2242             1380              0
2243             1381              0
2244             1382              0
2245             1383              0
2246             1384              0
2247             1385              0
2248             1386              0
2249             1386              0
2250             1386              0
2251             1387              0
2252             1388              0
2253             1389              0
2254             1390              0
2255             1393              0
2256             1394              0
2257             1395              0
2258             1395              0
2259             1395              0
2260             1396              0
2261             1396              0
2262             1396              0
2263             1397              0
2264             1398              0
2265             1399              0
2266             1400              0
2267             1402              0
2268             1403              0
2269             1404              0
2270             1405              0
2271             1406              0
2272             1407              0
2273             1408              0
2274             1409              0
2275             1410              0
2276             1410              0
2277             1410              0
2278             1411              0
2279             1412              0
2280             1412              0
2281             1412              0
2282             1413              0
2283             1414              0
2284             1415              0
2285             1415              0
2286             1416              0
2287             1417              0
2288             1417              0
2289             1417              0
2290             1418              0
2291             1419              0
2292             1419              0
2293             1419              0
2294             1420              0
2295             1420              0
2296             1420              0
2297             1421              0
2298             1422              0
2299             1423              0
2300             1424              0
2301             1425              0
2302             1426              0
2303             1426              0
2304             1426              0
2305             1427              0
2306             1428              0
2307             1428              0
2308             1428              0
2309             1429              0
2310             1430              0
2311             1431              0
2312             1431              0
2313             1431              0
2314             1433              0
2315             1434              0
2316             1435              0
2317             1436              0
2318             1439              0
2319             1440              0
2320             1441              0
2321             1442              0
2322             1443              0
2323             1444              0
2324             1444              0
2325             1444              0
2326             1445              0
2327             1445              0
2328             1445              0
2329             1446              0
2330             1447              0
2331             1449              0
2332             1450              0
2333             1451              0
2334             1452              0
2335             1453              0
2336             1453              0
2337             1453              0
2338             1454              0
2339             1455              0
2340             1456              0
2341             1457              0
2342             1458              0
2343             1459              0
2344             1460              0
2345             1461              0
2346             1461              0
2347             1461              0
2348             1462              0
2349             1463              0
2350             1463              0
2351             1463              0
2352             1464              0
2353             1465              0
2354             1466              0
2355             1467              0
2356             1468              0
2357             1469              0
2358             1470              0
2359             1471              0
2360             1472              0
2361             1473              0
2362             1474              0
2363             1475              0
2364             1475              0
2365             1475              0
2366             1476              0
2367             1477              0
2368             1478              0
2369             1478              0
2370             1479              0
2371             1479              0
2372             1480              0
2373             1481              0
2374             1482              0
2375             1482              0
2376             1482              0
2377             1483              0
2378             1484              0
2379             1484              0
2380             1485              0
2381             1485              0
2382             1485              0
2383             1486              0
2384             1487              0
2385             1488              0
2386             1488              0
2387             1488              0
2388             1489              0
2389             1489              0
2390             1489              0
2391             1490              0
2392             1491              0
2393             1492              0
2394             1493              0
2395             1493              0
2396             1494              0
2397             1495              0
2398             1495              0
2399             1495              0
2400             1496              0
2401             1497              0
2402             1498              0
2403             1499              0
2404             1500              0
2405             1502              0
2406             1503              0
2407             1503              0
2408             1503              0
2409             1504              0
2410             1504              0
2411             1504              0
2412             1505              0
2413             1507              0
2414             1508              0
2415             1510              0
2416             1511              0
2417             1512              0
2418             1512              0
2419             1512              0
2420             1513              0
2421             1514              0
2422             1515              0
2423             1516              0
2424             1517              0
2425             1518              0
2426             1519              0
2427             1519              0
2428             1519              0
2429             1520              0
2430             1521              0
2431             1522              0
2432             1522              0
2433             1522              0
2434             1523              0
2435             1525              0
2436             1526              0
2437             1527              0
2438             1528              0
2439             1529              0
2440             1530              0
2441             1531              0
2442             1532              0
2443             1532              0
2444             1532              0
2445             1533              0
2446             1534              0
2447             1534              0
2448             1534              0
2449             1535              0
2450             1536              0
2451             1537              0
2452             1538              0
2453             1539              0
2454             1540              0
2455             1541              0
2456             1542              0
2457             1542              0
2458             1543              0
2459             1543              0
2460             1544              0
2461             1545              0
2462             1545              0
2463             1546              0
2464             1547              0
2465             1547              0
2466             1547              0
2467             1548              0
2468             1549              0
2469             1550              0
2470             1550              0
2471             1550              0
2472             1551              0
2473             1552              0
2474             1552              0
2475             1552              0
2476             1553              0
2477             1554              0
2478             1555              0
2479             1555              0
2480             1555              0
2481             1556              0
2482             1557              0
2483             1557              0
2484             1557              0
2485             1558              0
2486             1559              0
2487             1559              0
2488             1559              0
2489             1560              0
2490             1560              0
2491             1560              0
2492             1561              0
2493             1562              0
2494             1564              0
2495             1565              0
2496             1566              0
2497             1567              0
2498             1568              0
2499             1568              0
2500             1568              0
2501             1569              0
2502             1570              0
2503             1570              0
2504             1570              0
2505             1572              0
2506             1573              0
2507             1574              0
2508             1575              0
2509             1576              0
2510             1576              0
2511             1577              0
2512             1578              0
2513             1579              0
2514             1579              0
2515             1579              0
2516             1580              0
2517             1581              0
2518             1583              0
2519             1584              0
2520             1586              0
2521             1587              0
2522             1587              0
2523             1587              0
2524             1588              0
2525             1589              0
2526             1590              0
2527             1591              0
2528             1593              0
2529             1594              0
2530             1595              0
2531             1596              0
2532             1596              0
2533             1596              0
2534             1597              0
2535             1597              0
2536             1597              0
2537             1598              0
2538             1599              0
2539             1600              0
2540             1601              0
2541             1602              0
2542             1603              0
2543             1604              0
2544             1605              0
2545             1605              0
2546             1606              0
2547             1607              0
2548             1607              0
2549             1607              0
2550             1608              0
2551             1609              0
2552             1610              0
2553             1610              0
2554             1610              0
2555             1611              0
2556             1612              0
2557             1612              0
2558             1612              0
2559             1613              0
2560             1614              0
2561             1614              0
2562             1614              0
2563             1615              0
2564             1616              0
2565             1617              0
2566             1618              0
2567             1619              0
2568             1620              0
2569             1620              0
2570             1620              0
2571             1621              0
2572             1622              0
2573             1622              0
2574             1622              0
2575             1623              0
2576             1624              0
2577             1625              0
2578             1626              0
2579             1629              0
2580             1630              0
2581             1631              0
2582             1631              0
2583             1631              0
2584             1632              0
2585             1632              0
2586             1632              0
2587             1633              0
2588             1634              0
2589             1635              0
2590             1636              0
2591             1638              0
2592             1639              0
2593             1640              0
2594             1641              0
2595             1642              0
2596             1643              0
2597             1644              0
2598             1646              0
2599             1646              0
2600             1646              0
2601             1647              0
2602             1648              0
2603             1648              0
2604             1648              0
2605             1649              0
2606             1650              0
2607             1651              0
2608             1651              0
2609             1652              0
2610             1653              0
2611             1653              0
2612             1653              0
2613             1654              0
2614             1655              0
2615             1655              0
2616             1655              0
2617             1656              0
2618             1656              0
2619             1656              0
2620             1657              0
2621             1658              0
2622             1659              0
2623             1660              0
2624             1661              0
2625             1662              0
2626             1662              0
2627             1662              0
2628             1663              0
2629             1664              0
2630             1665              0
2631             1665              0
2632             1665              0
2633             1666              0
2634             1666              0
2635             1666              0
2636             1667              0
2637             1668              0
2638             1669              0
2639             1669              0
2640             1669              0
2641             1671              0
2642             1672              0
2643             1673              0
2644             1674              0
2645             1677              0
2646             1678              0
2647             1679              0
2648             1680              0
2649             1681              0
2650             1682              0
2651             1682              0
2652             1682              0
2653             1683              0
2654             1685              0
2655             1686              0
2656             1687              0
2657             1689              0
2658             1689              0
2659             1689              0
2660             1690              0
2661             1691              0
2662             1691              0
2663             1691              0
2664             1692              0
2665             1693              0
2666             1694              0
2667             1695              0
2668             1696              0
2669             1697              0
2670             1698              0
2671             1699              0
2672             1699              0
2673             1699              0
2674             1700              0
2675             1701              0
2676             1701              0
2677             1701              0
2678             1702              0
2679             1703              0
2680             1704              0
2681             1705              0
2682             1706              0
2683             1707              0
2684             1708              0
2685             1709              0
2686             1710              0
2687             1711              0
2688             1712              0
2689             1713              0
2690             1713              0
2691             1713              0
2692             1714              0
2693             1716              0
2694             1716              0
2695             1717              0
2696             1717              0
2697             1718              0
2698             1719              0
2699             1720              0
2700             1720              0
2701             1720              0
2702             1721              0
2703             1722              0
2704             1722              0
2705             1723              0
2706             1723              0
2707             1723              0
2708             1724              0
2709             1725              0
2710             1726              0
2711             1727              0
2712             1728              0
2713             1730              0
2714             1731              0
2715             1732              0
2716             1732              0
2717             1732              0
2718             1733              0
2719             1733              0
2720             1733              0
2721             1734              0
2722             1735              0
2723             1736              0
2724             1736              0
2725             1737              0
2726             1738              0
2727             1738              0
2728             1739              0
2729             1740              0
2730             1740              0
2731             1741              0
2732             1742              0
2733             1742              0
2734             1742              0
2735             1743              0
2736             1744              0
2737             1745              0
2738             1745              0
2739             1745              0
2740             1746              0
2741             1747              0
2742             1747              0
2743             1748              0
2744             1749              0
2745             1749              0
2746             1749              0
2747             1750              0
2748             1751              0
2749             1753              0
2750             1754              0
2751             1755              0
2752             1756              0
2753             1757              0
2754             1757              0
2755             1757              0
2756             1758              0
2757             1759              0
2758             1760              0
2759             1760              0
2760             1760              0
2761             1761              0
2762             1761              0
2763             1761              0
2764             1762              0
2765             1763              0
2766             1764              0
2767             1764              0
2768             1764              0
2769             1765              0
2770             1766              0
2771             1767              0
2772             1768              0
2773             1769              0
2774             1771              0
2775             1772              0
2776             1773              0
2777             1774              0
2778             1775              0
2779             1776              0
2780             1777              0
2781             1777              0
2782             1777              0
2783             1778              0
2784             1779              0
2785             1780              0
2786             1780              0
2787             1781              0
2788             1782              0
2789             1782              0
2790             1782              0
2791             1784              0
2792             1784              0
2793             1784              0
2794             1785              0
2795             1786              0
2796             1787              0
2797             1788              0
2798             1789              0
2799             1790              0
2800             1791              0
2801             1792              0
2802             1792              0
2803             1793              0
2804             1794              0
2805             1795              0
2806             1795              0
2807             1795              0
2808             1796              0
2809             1797              0
2810             1798              0
2811             1798              0
2812             1798              0
2813             1799              0
2814             1799              0
2815             1799              0
2816             1800              0
2817             1802              0
2818             1803              0
2819             1805              0
2820             1807              0
2821             1808              0
2822             1809              0
2823             1810              0
2824             1811              0
2825             1811              0
2826             1811              0
2827             1812              0
2828             1813              0
2829             1814              0
2830             1816              0
2831             1816              0
2832             1816              0
2833             1817              0
2834             1818              0
2835             1819              0
2836             1820              0
2837             1821              0
2838             1822              0
2839             1823              0
2840             1824              0
2841             1824              0
2842             1824              0
2843             1825              0
2844             1826              0
2845             1826              0
2846             1827              0
2847             1828              0
2848             1829              0
2849             1831              0
2850             1832              0
2851             1834              0
2852             1835              0
2853             1836              0
2854             1837              0
2855             1838              0
2856             1838              0
2857             1838              0
2858             1839              0
2859             1840              0
2860             1841              0
2861             1841              0
2862             1842              0
2863             1842              0
2864             1843              0
2865             1845              0
2866             1845              0
2867             1846              0
2868             1847              0
2869             1847              0
2870             1848              0
2871             1848              0
2872             1848              0
2873             1849              0
2874             1850              0
2875             1850              0
2876             1851              0
2877             1851              0
2878             1852              0
2879             1852              0
2880             1853              0
2881             1854              0
2882             1854              0
2883             1855              0
2884             1855              0
2885             1856              0
2886             1856              0
2887             1857              0
2888             1857              0
2889             1858              0
2890             1858              0
2891             1859              0
2892             1859              0
2893             1860              0
2894             1860              0
2895             1861              0
2896             1861              0
2897             1862              0
2898             1862              0
2899             1863              0
2900             1863              0
2901             1864              0
2902             1864              0
2903             1865              0
2904             1865              0
2905             1866              0
2906             1866              0
2907             1867              0
2908             1867              0
2909             1868              0
2910             1868              0
2911             1869              0
2912             1869              0
2913             1870              0
2914             1870              0
2915             1871              0
2916             1872              0
2917             1872              0
2918             1873              0
2919             1874              0
2920             1874              0
2921             1875              0
2922             1875              0
2923             1876              0
2924             1876              0
2925             1877              0
2926             1877              0
2927             1878              0
2928             1878              0
2929             1879              0
2930             1880              0
2931             1880              0
2932             1881              0
2933             1881              0
2934             1882              0
2935             1882              0
2936             1883              0
2937             1883              0
2938             1884              0
2939             1884              0
2940             1885              0
2941             1885              0
2942             1886              0
2943             1886              0
2944             1887              0
2945             1888              0
2946             1888              0
2947             1889              0
2948             1889              0
2949             1890              0
2950             1890              0
2951             1891              0
2952             1891              0
2953             1892              0
2954             1892              0
2955             1893              0
2956             1893              0
2957             1894              0
2958             1894              0
2959             1895              0
2960             1895              0
2961             1896              0
2962             1896              0
2963             1897              0
2964             1897              0
2965             1898              0
2966             1898              0
2967             1899              0
2968             1899              0
2969             1900              0
2970             1900              0
2971             1901              0
2972             1901              0
2973             1902              0
2974             1903              0
2975             1904              0
2976             1904              0
2977             1905              0
2978             1905              0
2979             1906              0
2980             1906              0
2981             1907              0
2982             1907              0
2983             1908              0
2984             1908              0
2985             1909              0
2986             1910              0
2987             1911              0
2988             1912              0
2989             1912              0
2990             1913              0
2991             1913              0
2992             1914              0
2993             1914              0
2994             1915              0
2995             1915              0
2996             1916              0
