Node_index  Parent_index  cost
4688             2830              0
4689             2831              0
4690             2831              0
4691             2832              0
4692             2832              0
4693             2833              0
4694             2833              0
4695             2834              0
4696             2834              0
4697             2835              0
4698             2836              0
4699             2836              0
4700             2837              0
4701             2837              0
4702             2838              0
4703             2838              0
4704             2839              0
4705             2840              0
4706             2840              0
4707             2841              0
4708             2841              0
4709             2842              0
4710             2842              0
4711             2843              0
4712             2843              0
4713             2844              0
4714             2844              0
4715             2845              0
4716             2845              0
4717             2846              0
4718             2846              0
4719             2847              0
4720             2848              0
4721             2849              0
4722             2849              0
4723             2850              0
4724             2851              0
4725             2851              0
4726             2852              0
4727             2852              0
4728             2853              0
4729             2853              0
4730             2854              0
4731             2854              0
4732             2855              0
4733             2856              0
4734             2856              0
4735             2857              0
4736             2857              0
4737             2858              0
4738             2858              0
4739             2859              0
4740             2859              0
4741             2860              0
4742             2860              0
4743             2861              0
4744             2861              0
4745             2862              0
4746             2862              0
4747             2863              0
4748             2863              0
4749             2864              0
4750             2864              0
4751             2865              0
4752             2865              0
4753             2866              0
4754             2866              0
4755             2867              0
4756             2867              0
4757             2868              0
4758             2868              0
4759             2869              0
4760             2870              0
4761             2870              0
4762             2871              0
4763             2871              0
4764             2872              0
4765             2873              0
4766             2873              0
4767             2874              0
4768             2875              0
4769             2875              0
4770             2875              0
4771             2876              0
4772             2876              0
4773             2876              0
4774             2877              0
4775             2878              0
4776             2878              0
4777             2878              0
4778             2879              0
4779             2880              0
4780             2881              0
4781             2882              0
4782             2882              0
4783             2882              0
4784             2883              0
4785             2883              0
4786             2883              0
4787             2884              0
4788             2885              0
4789             2886              0
4790             2886              0
4791             2886              0
4792             2887              0
4793             2888              0
4794             2889              0
4795             2890              0
4796             2891              0
4797             2893              0
4798             2895              0
4799             2897              0
4800             2898              0
4801             2899              0
4802             2899              0
4803             2899              0
4804             2900              0
4805             2901              0
4806             2901              0
4807             2901              0
4808             2904              0
4809             2905              0
4810             2906              0
4811             2907              0
4812             2908              0
4813             2908              0
4814             2909              0
4815             2910              0
4816             2910              0
4817             2910              0
4818             2911              0
4819             2913              0
4820             2914              0
4821             2915              0
4822             2917              0
4823             2918              0
4824             2919              0
4825             2920              0
4826             2920              0
4827             2920              0
4828             2921              0
4829             2921              0
4830             2921              0
4831             2922              0
4832             2924              0
4833             2925              0
4834             2926              0
4835             2927              0
4836             2928              0
4837             2929              0
4838             2930              0
4839             2931              0
4840             2932              0
4841             2933              0
4842             2934              0
4843             2934              0
4844             2934              0
4845             2935              0
4846             2936              0
4847             2937              0
4848             2937              0
4849             2937              0
4850             2938              0
4851             2939              0
4852             2939              0
4853             2939              0
4854             2940              0
4855             2941              0
4856             2942              0
4857             2943              0
4858             2944              0
4859             2945              0
4860             2946              0
4861             2946              0
4862             2947              0
4863             2947              0
4864             2947              0
4865             2948              0
4866             2949              0
4867             2949              0
4868             2950              0
4869             2951              0
4870             2951              0
4871             2951              0
4872             2952              0
4873             2953              0
4874             2954              0
4875             2954              0
4876             2954              0
4877             2955              0
4878             2955              0
4879             2955              0
4880             2956              0
4881             2957              0
4882             2958              0
4883             2960              0
4884             2961              0
4885             2962              0
4886             2964              0
4887             2965              0
4888             2967              0
4889             2968              0
4890             2969              0
4891             2970              0
4892             2970              0
4893             2970              0
4894             2971              0
4895             2971              0
4896             2971              0
4897             2972              0
4898             2973              0
4899             2974              0
4900             2975              0
4901             2976              0
4902             2977              0
4903             2978              0
4904             2978              0
4905             2978              0
4906             2979              0
4907             2980              0
4908             2980              0
4909             2980              0
4910             2981              0
4911             2982              0
4912             2983              0
4913             2984              0
4914             2985              0
4915             2986              0
4916             2987              0
4917             2988              0
4918             2989              0
4919             2989              0
4920             2989              0
4921             2990              0
4922             2991              0
4923             2991              0
4924             2991              0
4925             2992              0
4926             2992              0
4927             2992              0
4928             2993              0
4929             2994              0
4930             2994              0
4931             2995              0
4932             2996              0
4933             2997              0
4934             2998              0
4935             2998              0
4936             2998              0
4937             2999              0
4938             3000              0
4939             3001              0
4940             3002              0
4941             3003              0
4942             3005              0
4943             3006              0
4944             3006              0
4945             3006              0
4946             3007              0
4947             3008              0
4948             3008              0
4949             3008              0
4950             3009              0
4951             3010              0
4952             3011              0
4953             3012              0
4954             3013              0
4955             3014              0
4956             3015              0
4957             3016              0
4958             3016              0
4959             3017              0
4960             3017              0
4961             3018              0
4962             3019              0
4963             3020              0
4964             3020              0
4965             3020              0
4966             3021              0
4967             3022              0
4968             3023              0
4969             3023              0
4970             3023              0
4971             3024              0
4972             3025              0
4973             3026              0
4974             3027              0
4975             3028              0
4976             3029              0
4977             3030              0
4978             3031              0
4979             3031              0
4980             3031              0
4981             3032              0
4982             3033              0
4983             3033              0
4984             3033              0
4985             3034              0
4986             3036              0
4987             3036              0
4988             3037              0
4989             3038              0
4990             3038              0
4991             3038              0
4992             3039              0
4993             3040              0
4994             3040              0
4995             3040              0
4996             3041              0
4997             3041              0
4998             3041              0
4999             3042              0
5000             3043              0
5001             3044              0
5002             3045              0
5003             3046              0
5004             3047              0
5005             3047              0
5006             3047              0
5007             3048              0
5008             3049              0
5009             3050              0
5010             3050              0
5011             3050              0
5012             3051              0
5013             3052              0
5014             3052              0
5015             3052              0
5016             3054              0
5017             3055              0
5018             3056              0
5019             3059              0
5020             3060              0
5021             3061              0
5022             3062              0
5023             3063              0
5024             3064              0
5025             3064              0
5026             3064              0
5027             3065              0
5028             3065              0
5029             3065              0
5030             3066              0
5031             3067              0
5032             3069              0
5033             3070              0
5034             3071              0
5035             3072              0
5036             3073              0
5037             3073              0
5038             3073              0
5039             3074              0
5040             3075              0
5041             3075              0
5042             3075              0
5043             3076              0
5044             3077              0
5045             3078              0
5046             3079              0
5047             3080              0
5048             3081              0
5049             3082              0
5050             3083              0
5051             3083              0
5052             3083              0
5053             3084              0
5054             3085              0
5055             3085              0
5056             3085              0
5057             3086              0
5058             3087              0
5059             3088              0
5060             3089              0
5061             3090              0
5062             3091              0
5063             3092              0
5064             3093              0
5065             3094              0
5066             3095              0
5067             3096              0
5068             3097              0
5069             3097              0
5070             3097              0
5071             3098              0
5072             3099              0
5073             3099              0
5074             3100              0
5075             3100              0
5076             3101              0
5077             3102              0
5078             3103              0
5079             3103              0
5080             3103              0
5081             3104              0
5082             3105              0
5083             3105              0
5084             3106              0
5085             3106              0
5086             3106              0
5087             3107              0
5088             3108              0
5089             3109              0
5090             3111              0
5091             3112              0
5092             3113              0
5093             3114              0
5094             3115              0
5095             3115              0
5096             3115              0
5097             3116              0
5098             3117              0
5099             3118              0
5100             3118              0
5101             3119              0
5102             3120              0
5103             3120              0
5104             3120              0
5105             3121              0
5106             3122              0
5107             3122              0
5108             3122              0
5109             3123              0
5110             3123              0
5111             3123              0
5112             3124              0
5113             3125              0
5114             3126              0
5115             3127              0
5116             3128              0
5117             3129              0
5118             3129              0
5119             3129              0
5120             3130              0
5121             3131              0
5122             3132              0
5123             3134              0
5124             3135              0
5125             3136              0
5126             3137              0
5127             3137              0
5128             3137              0
5129             3138              0
5130             3138              0
5131             3138              0
5132             3139              0
5133             3140              0
5134             3141              0
5135             3142              0
5136             3143              0
5137             3144              0
5138             3145              0
5139             3145              0
5140             3145              0
5141             3147              0
5142             3148              0
5143             3149              0
5144             3150              0
5145             3152              0
5146             3153              0
5147             3153              0
5148             3153              0
5149             3155              0
5150             3156              0
5151             3157              0
5152             3158              0
5153             3159              0
5154             3160              0
5155             3161              0
5156             3162              0
5157             3163              0
5158             3164              0
5159             3165              0
5160             3166              0
5161             3166              0
5162             3166              0
5163             3167              0
5164             3167              0
5165             3167              0
5166             3168              0
5167             3169              0
5168             3170              0
5169             3170              0
5170             3171              0
5171             3171              0
5172             3171              0
5173             3172              0
5174             3173              0
5175             3174              0
5176             3175              0
5177             3176              0
5178             3177              0
5179             3178              0
5180             3178              0
5181             3178              0
5182             3179              0
5183             3180              0
5184             3181              0
5185             3182              0
5186             3183              0
5187             3186              0
5188             3186              0
5189             3186              0
5190             3187              0
5191             3187              0
5192             3187              0
5193             3188              0
5194             3189              0
5195             3190              0
5196             3190              0
5197             3190              0
5198             3191              0
5199             3193              0
5200             3194              0
5201             3195              0
5202             3196              0
5203             3197              0
5204             3197              0
5205             3197              0
5206             3198              0
5207             3199              0
5208             3200              0
5209             3200              0
5210             3200              0
5211             3201              0
5212             3202              0
5213             3202              0
5214             3202              0
5215             3203              0
5216             3204              0
5217             3204              0
5218             3204              0
5219             3205              0
5220             3206              0
5221             3207              0
5222             3207              0
5223             3207              0
5224             3208              0
5225             3209              0
5226             3210              0
5227             3211              0
5228             3212              0
5229             3214              0
5230             3215              0
5231             3216              0
5232             3217              0
5233             3218              0
5234             3219              0
5235             3219              0
5236             3219              0
5237             3220              0
5238             3221              0
5239             3222              0
5240             3222              0
5241             3223              0
5242             3224              0
5243             3225              0
5244             3225              0
5245             3225              0
5246             3226              0
5247             3227              0
5248             3227              0
5249             3227              0
5250             3228              0
5251             3230              0
5252             3232              0
5253             3233              0
5254             3234              0
5255             3235              0
5256             3237              0
5257             3239              0
5258             3239              0
5259             3239              0
5260             3240              0
5261             3241              0
5262             3242              0
5263             3243              0
5264             3244              0
5265             3245              0
5266             3246              0
5267             3246              0
5268             3246              0
5269             3247              0
5270             3248              0
5271             3249              0
5272             3249              0
5273             3249              0
5274             3250              0
5275             3251              0
5276             3251              0
5277             3251              0
5278             3252              0
5279             3253              0
5280             3254              0
5281             3255              0
5282             3256              0
5283             3257              0
5284             3258              0
5285             3259              0
5286             3260              0
5287             3261              0
5288             3262              0
5289             3262              0
5290             3262              0
5291             3263              0
5292             3264              0
5293             3265              0
5294             3266              0
5295             3267              0
5296             3268              0
5297             3269              0
5298             3270              0
5299             3271              0
5300             3271              0
5301             3272              0
5302             3272              0
5303             3273              0
5304             3274              0
5305             3274              0
5306             3275              0
5307             3276              0
5308             3276              0
5309             3276              0
5310             3277              0
5311             3278              0
5312             3279              0
5313             3279              0
5314             3279              0
5315             3280              0
5316             3281              0
5317             3283              0
5318             3284              0
5319             3285              0
5320             3286              0
5321             3286              0
5322             3286              0
5323             3287              0
5324             3288              0
5325             3289              0
5326             3289              0
5327             3290              0
5328             3291              0
5329             3292              0
5330             3293              0
5331             3293              0
5332             3293              0
5333             3294              0
5334             3295              0
5335             3296              0
5336             3296              0
5337             3296              0
5338             3297              0
5339             3298              0
5340             3299              0
5341             3300              0
5342             3302              0
5343             3303              0
5344             3304              0
5345             3304              0
5346             3304              0
5347             3305              0
5348             3305              0
5349             3305              0
5350             3306              0
5351             3307              0
5352             3308              0
5353             3309              0
5354             3310              0
5355             3311              0
5356             3312              0
5357             3313              0
5358             3313              0
5359             3314              0
5360             3315              0
5361             3316              0
5362             3317              0
5363             3317              0
5364             3317              0
5365             3318              0
5366             3318              0
5367             3318              0
5368             3319              0
5369             3320              0
5370             3321              0
5371             3321              0
5372             3321              0
5373             3322              0
5374             3322              0
5375             3322              0
5376             3323              0
5377             3324              0
5378             3325              0
5379             3327              0
5380             3328              0
5381             3329              0
5382             3330              0
5383             3331              0
5384             3332              0
5385             3333              0
5386             3334              0
5387             3335              0
5388             3336              0
5389             3337              0
5390             3337              0
5391             3337              0
5392             3338              0
5393             3338              0
5394             3338              0
5395             3339              0
5396             3340              0
5397             3341              0
5398             3341              0
5399             3342              0
5400             3343              0
5401             3343              0
5402             3345              0
5403             3345              0
5404             3345              0
5405             3346              0
5406             3347              0
5407             3347              0
5408             3347              0
5409             3348              0
5410             3349              0
5411             3350              0
5412             3350              0
5413             3350              0
5414             3351              0
5415             3352              0
5416             3352              0
5417             3353              0
5418             3353              0
5419             3353              0
5420             3356              0
5421             3357              0
5422             3358              0
5423             3359              0
5424             3360              0
5425             3360              0
5426             3360              0
5427             3361              0
5428             3362              0
5429             3363              0
5430             3364              0
5431             3365              0
5432             3366              0
5433             3367              0
5434             3368              0
5435             3368              0
5436             3368              0
5437             3369              0
5438             3370              0
5439             3371              0
5440             3371              0
5441             3372              0
5442             3373              0
5443             3373              0
5444             3373              0
5445             3374              0
5446             3375              0
5447             3376              0
5448             3377              0
5449             3378              0
5450             3379              0
5451             3380              0
5452             3381              0
5453             3381              0
5454             3382              0
5455             3383              0
5456             3384              0
5457             3384              0
5458             3384              0
5459             3385              0
5460             3386              0
5461             3387              0
5462             3387              0
5463             3387              0
5464             3388              0
5465             3388              0
5466             3388              0
5467             3389              0
5468             3391              0
5469             3392              0
5470             3394              0
5471             3396              0
5472             3397              0
5473             3398              0
5474             3399              0
5475             3400              0
5476             3400              0
5477             3400              0
5478             3401              0
5479             3402              0
5480             3403              0
5481             3405              0
5482             3405              0
5483             3405              0
5484             3406              0
5485             3407              0
5486             3408              0
5487             3409              0
5488             3410              0
5489             3411              0
5490             3412              0
5491             3412              0
5492             3412              0
5493             3413              0
5494             3414              0
5495             3414              0
5496             3414              0
5497             3415              0
5498             3416              0
5499             3417              0
5500             3418              0
5501             3419              0
5502             3420              0
5503             3421              0
5504             3422              0
5505             3423              0
5506             3424              0
5507             3425              0
5508             3426              0
5509             3426              0
5510             3426              0
5511             3427              0
5512             3428              0
5513             3429              0
5514             3429              0
5515             3430              0
5516             3430              0
5517             3431              0
5518             3432              0
5519             3433              0
5520             3433              0
5521             3433              0
5522             3434              0
5523             3435              0
5524             3435              0
5525             3436              0
5526             3436              0
5527             3436              0
5528             3437              0
5529             3438              0
5530             3438              0
5531             3438              0
5532             3439              0
5533             3440              0
5534             3441              0
5535             3442              0
5536             3444              0
5537             3445              0
5538             3446              0
5539             3447              0
5540             3447              0
5541             3447              0
5542             3448              0
5543             3448              0
5544             3448              0
5545             3449              0
5546             3451              0
5547             3452              0
5548             3453              0
5549             3454              0
5550             3455              0
5551             3456              0
5552             3456              0
5553             3456              0
5554             3458              0
5555             3459              0
5556             3461              0
5557             3462              0
5558             3462              0
5559             3462              0
5560             3463              0
5561             3464              0
5562             3465              0
5563             3466              0
5564             3467              0
5565             3468              0
5566             3469              0
5567             3470              0
5568             3471              0
5569             3472              0
5570             3473              0
5571             3473              0
5572             3473              0
5573             3474              0
5574             3475              0
5575             3475              0
5576             3475              0
5577             3476              0
5578             3476              0
5579             3476              0
5580             3477              0
5581             3478              0
5582             3478              0
5583             3479              0
5584             3480              0
5585             3481              0
5586             3481              0
5587             3482              0
5588             3483              0
5589             3483              0
5590             3483              0
5591             3484              0
5592             3485              0
5593             3486              0
5594             3487              0
5595             3488              0
5596             3490              0
5597             3492              0
5598             3493              0
5599             3494              0
5600             3495              0
5601             3496              0
5602             3498              0
5603             3498              0
5604             3498              0
5605             3499              0
5606             3500              0
5607             3500              0
5608             3501              0
5609             3502              0
5610             3503              0
5611             3503              0
5612             3503              0
5613             3504              0
5614             3505              0
5615             3506              0
5616             3507              0
5617             3508              0
5618             3510              0
5619             3512              0
5620             3513              0
5621             3513              0
5622             3513              0
5623             3514              0
5624             3514              0
5625             3514              0
5626             3515              0
5627             3517              0
5628             3518              0
5629             3519              0
5630             3520              0
5631             3521              0
5632             3522              0
5633             3522              0
5634             3522              0
5635             3523              0
5636             3524              0
5637             3525              0
5638             3525              0
5639             3525              0
5640             3526              0
5641             3527              0
5642             3527              0
5643             3527              0
5644             3528              0
5645             3529              0
5646             3530              0
5647             3530              0
5648             3530              0
5649             3531              0
5650             3531              0
5651             3531              0
5652             3532              0
5653             3533              0
5654             3534              0
5655             3536              0
5656             3537              0
5657             3538              0
5658             3539              0
5659             3540              0
5660             3541              0
5661             3542              0
5662             3543              0
5663             3544              0
5664             3545              0
5665             3546              0
5666             3546              0
5667             3546              0
5668             3547              0
5669             3548              0
5670             3548              0
5671             3548              0
5672             3549              0
5673             3550              0
5674             3551              0
5675             3551              0
5676             3552              0
5677             3553              0
5678             3553              0
5679             3553              0
5680             3554              0
5681             3555              0
5682             3555              0
5683             3555              0
5684             3556              0
5685             3556              0
5686             3556              0
5687             3557              0
5688             3558              0
5689             3559              0
5690             3560              0
5691             3561              0
5692             3562              0
5693             3562              0
5694             3562              0
5695             3563              0
5696             3565              0
5697             3566              0
5698             3567              0
5699             3568              0
5700             3568              0
5701             3568              0
5702             3569              0
5703             3569              0
5704             3569              0
5705             3570              0
5706             3571              0
5707             3572              0
5708             3573              0
5709             3574              0
5710             3575              0
5711             3576              0
5712             3576              0
5713             3576              0
5714             3578              0
5715             3579              0
5716             3580              0
5717             3581              0
5718             3583              0
5719             3584              0
5720             3584              0
5721             3584              0
5722             3586              0
5723             3587              0
5724             3588              0
5725             3589              0
5726             3590              0
5727             3591              0
5728             3591              0
5729             3591              0
5730             3592              0
5731             3593              0
5732             3594              0
5733             3596              0
5734             3598              0
5735             3599              0
5736             3599              0
5737             3599              0
5738             3600              0
5739             3600              0
5740             3600              0
5741             3601              0
5742             3602              0
5743             3603              0
5744             3604              0
5745             3605              0
5746             3606              0
5747             3607              0
5748             3607              0
5749             3607              0
5750             3608              0
5751             3609              0
5752             3610              0
5753             3611              0
5754             3612              0
5755             3615              0
5756             3615              0
5757             3615              0
5758             3616              0
5759             3617              0
5760             3617              0
5761             3617              0
5762             3618              0
5763             3619              0
5764             3619              0
5765             3619              0
5766             3620              0
5767             3621              0
5768             3621              0
5769             3621              0
5770             3622              0
5771             3623              0
5772             3623              0
5773             3623              0
5774             3624              0
5775             3625              0
5776             3626              0
5777             3627              0
5778             3630              0
5779             3631              0
5780             3632              0
5781             3633              0
5782             3634              0
5783             3635              0
5784             3636              0
5785             3636              0
5786             3636              0
5787             3637              0
5788             3638              0
5789             3639              0
5790             3639              0
5791             3640              0
5792             3641              0
5793             3642              0
5794             3642              0
5795             3642              0
5796             3643              0
5797             3643              0
5798             3643              0
5799             3645              0
5800             3646              0
5801             3646              0
5802             3646              0
5803             3647              0
5804             3647              0
5805             3647              0
5806             3648              0
5807             3649              0
5808             3649              0
5809             3649              0
5810             3650              0
5811             3651              0
5812             3652              0
5813             3653              0
5814             3653              0
5815             3653              0
5816             3654              0
5817             3654              0
5818             3654              0
5819             3655              0
5820             3656              0
5821             3657              0
5822             3657              0
5823             3658              0
5824             3659              0
5825             3660              0
5826             3661              0
5827             3662              0
5828             3664              0
5829             3664              0
5830             3664              0
5831             3665              0
5832             3668              0
5833             3670              0
5834             3671              0
5835             3672              0
5836             3672              0
5837             3672              0
5838             3673              0
5839             3674              0
5840             3674              0
5841             3674              0
5842             3676              0
5843             3677              0
5844             3678              0
5845             3679              0
5846             3680              0
5847             3681              0
5848             3681              0
5849             3681              0
5850             3682              0
5851             3683              0
5852             3685              0
5853             3687              0
5854             3688              0
5855             3688              0
5856             3688              0
5857             3689              0
5858             3691              0
5859             3692              0
5860             3693              0
5861             3694              0
5862             3695              0
5863             3696              0
5864             3697              0
5865             3698              0
5866             3699              0
5867             3699              0
5868             3699              0
5869             3700              0
5870             3701              0
5871             3701              0
5872             3701              0
5873             3702              0
5874             3703              0
5875             3705              0
5876             3705              0
5877             3705              0
5878             3706              0
5879             3707              0
5880             3708              0
5881             3710              0
5882             3711              0
5883             3712              0
5884             3713              0
5885             3714              0
5886             3714              0
5887             3714              0
5888             3715              0
5889             3716              0
5890             3717              0
5891             3718              0
5892             3719              0
5893             3720              0
5894             3720              0
5895             3720              0
5896             3721              0
5897             3722              0
5898             3723              0
5899             3723              0
5900             3723              0
5901             3724              0
5902             3725              0
5903             3726              0
5904             3727              0
